M
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2014-06-17T14:26:32Z,,3.460542233660817,72.696996470913291,3.700846452265978,72.934570703655481,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,

Address
wptID,StreetAddress1,StreetAddress2,City,State,Country,PostalCode,

PhoneNumber
wptID,Category,value,

Categories
wptID,Category,

trk
ID,name,cmt,desc,src,number,type,DisplayColor,
1,"2013-10-20",,,,,,"DarkGray",
2,"2013-10-22",,,,,,"DarkGray",
3,"2013-10-23",,,,,,"DarkGray",
4,"2013-10-27",,,,,,"DarkGray",
5,"2013-10-28",,,,,,"DarkGray",
6,"2013-10-29",,,,,,"DarkGray",
7,"2013-10-30",,,,,,"DarkGray",
8,"2013-10-31",,,,,,"DarkGray",
9,"2013-11-06",,,,,,"DarkGray",
10,"2013-11-07",,,,,,"DarkGray",
11,"2013-11-08",,,,,,"DarkGray",
12,"2013-11-21",,,,,,"DarkGray",
13,"2013-11-24",,,,,,"DarkGray",
14,"2013-11-25",,,,,,"DarkGray",
15,"2013-11-26",,,,,,"DarkGray",
16,"2013-11-27",,,,,,"DarkGray",
17,"2013-11-28",,,,,,"DarkGray",
18,"2013-12-02",,,,,,"DarkGray",
19,"2013-12-03",,,,,,"DarkGray",
20,"2013-12-04",,,,,,"DarkGray",
21,"2013-12-05",,,,,,"DarkGray",
22,"2013-12-11",,,,,,"DarkGray",
23,"2013-12-12",,,,,,"DarkGray",
24,"2013-12-16",,,,,,"DarkGray",
25,"2013-12-17",,,,,,"DarkGray",
26,"2013-12-18",,,,,,"DarkGray",
27,"2013-12-19",,,,,,"DarkGray",
28,"2013-12-22",,,,,,"DarkGray",
29,"2013-12-23",,,,,,"DarkGray",
30,"2013-12-24",,,,,,"DarkGray",
31,"2013-12-25",,,,,,"DarkGray",
32,"2013-12-26",,,,,,"DarkGray",
33,"2013-12-30",,,,,,"DarkGray",
34,"2014-01-01",,,,,,"DarkGray",
35,"2014-01-02",,,,,,"DarkGray",
36,"2014-01-04",,,,,,"DarkGray",
37,"2014-01-05",,,,,,"DarkGray",
38,"2014-01-22",,,,,,"DarkGray",
39,"2014-01-23",,,,,,"DarkGray",
40,"2014-01-26",,,,,,"DarkGray",
41,"2014-01-29",,,,,,"DarkGray",
42,"2014-01-30",,,,,,"DarkGray",
43,"2014-02-02",,,,,,"DarkGray",
44,"2014-02-03",,,,,,"DarkGray",
45,"2014-02-04",,,,,,"DarkGray",
46,"2014-02-05",,,,,,"DarkGray",
47,"2014-02-06",,,,,,"DarkGray",
48,"2014-02-07",,,,,,"DarkGray",
49,"2014-02-12",,,,,,"DarkGray",
50,"2014-02-13",,,,,,"DarkGray",
51,"2014-02-14",,,,,,"DarkGray",
52,"2014-02-16",,,,,,"DarkGray",
53,"2014-02-17",,,,,,"DarkGray",
54,"2014-02-18",,,,,,"DarkGray",
55,"2014-02-19",,,,,,"DarkGray",
56,"2014-02-20",,,,,,"DarkGray",
57,"2014-02-24",,,,,,"DarkGray",
58,"2014-02-25",,,,,,"DarkGray",
59,"2014-02-26",,,,,,"DarkGray",
60,"2014-02-27",,,,,,"DarkGray",
61,"2014-03-02",,,,,,"DarkGray",
62,"2014-03-03",,,,,,"DarkGray",
63,"2014-03-04",,,,,,"DarkGray",
64,"2014-03-05",,,,,,"DarkGray",
65,"2014-03-06",,,,,,"DarkGray",
66,"2014-03-10",,,,,,"DarkGray",
67,"2014-03-25",,,,,,"DarkGray",
68,"2014-03-26",,,,,,"DarkGray",
69,"2014-03-27",,,,,,"DarkGray",
70,"2014-03-28",,,,,,"DarkGray",
71,"2014-03-30",,,,,,"DarkGray",
72,"2014-03-31",,,,,,"DarkGray",
73,"2014-04-01",,,,,,"DarkGray",

trkseg
ID,trkID,
1,1,
2,2,
3,3,
4,4,
5,5,
6,6,
7,7,
8,8,
9,9,
10,10,
11,11,
12,12,
13,13,
14,14,
15,15,
16,16,
17,17,
18,18,
19,19,
20,20,
21,21,
22,22,
23,23,
24,24,
25,25,
26,26,
27,27,
28,28,
29,29,
30,30,
31,31,
32,32,
33,33,
34,34,
35,35,
36,36,
37,37,
38,38,
39,39,
40,40,
41,41,
42,42,
43,43,
44,44,
45,45,
46,46,
47,47,
48,48,
49,49,
50,50,
51,51,
52,52,
53,53,
54,54,
55,55,
56,56,
57,57,
58,58,
59,59,
60,60,
61,61,
62,62,
63,63,
64,64,
65,65,
66,66,
67,67,
68,68,
69,69,
70,70,
71,71,
72,72,
73,73,

trkpt
ID,trksegID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Temperature,Depth,wtemp,hr,cad,
1,1,3.587547764182091,72.71750221028924,66.948974609375,2013-10-20T03:47:28Z,,,,,,,,,,,,,,,,,,,,,
2,1,3.587052142247558,72.717034835368395,16.96044921875,2013-10-20T03:47:58Z,,,,,,,,,,,,,,,,,,,,,
3,1,3.586335824802518,72.716475762426853,7.827880859375,2013-10-20T03:48:28Z,,,,,,,,,,,,,,,,,,,,,
4,1,3.585599642246962,72.715934291481972,7.827880859375,2013-10-20T03:48:58Z,,,,,,,,,,,,,,,,,,,,,
5,1,3.584850803017616,72.715399609878659,9.7506103515625,2013-10-20T03:49:28Z,,,,,,,,,,,,,,,,,,,,,
6,1,3.58425484970212,72.71476686000824,10.7117919921875,2013-10-20T03:49:58Z,,,,,,,,,,,,,,,,,,,,,
7,1,3.58378579840064,72.71433443762362,10.231201171875,2013-10-20T03:50:28Z,,,,,,,,,,,,,,,,,,,,,
8,1,3.583279699087143,72.713834540918469,9.2698974609375,2013-10-20T03:50:58Z,,,,,,,,,,,,,,,,,,,,,
9,1,3.582788938656449,72.713132305070758,7.34716796875,2013-10-20T03:51:28Z,,,,,,,,,,,,,,,,,,,,,
10,1,3.582012103870511,72.712678173556924,8.30859375,2013-10-20T03:51:58Z,,,,,,,,,,,,,,,,,,,,,
11,1,3.581171315163374,72.712295036762953,9.7506103515625,2013-10-20T03:52:28Z,,,,,,,,,,,,,,,,,,,,,
12,1,3.580302279442549,72.711984068155289,13.1151123046875,2013-10-20T03:52:58Z,,,,,,,,,,,,,,,,,,,,,
13,1,3.579511949792504,72.711548209190369,9.2698974609375,2013-10-20T03:53:28Z,,,,,,,,,,,,,,,,,,,,,
14,1,3.578691780567169,72.71118032746017,7.827880859375,2013-10-20T03:53:58Z,,,,,,,,,,,,,,,,,,,,,
15,1,3.577766586095095,72.710958374664187,6.3858642578125,2013-10-20T03:54:28Z,,,,,,,,,,,,,,,,,,,,,
16,1,3.576824795454741,72.710842536762357,5.9052734375,2013-10-20T03:54:58Z,,,,,,,,,,,,,,,,,,,,,
17,1,3.575912341475487,72.710664086043835,6.866455078125,2013-10-20T03:55:28Z,,,,,,,,,,,,,,,,,,,,,
18,1,3.575004749000072,72.710486641153693,6.3858642578125,2013-10-20T03:55:58Z,,,,,,,,,,,,,,,,,,,,,
19,1,3.574133953079581,72.710256641730666,7.827880859375,2013-10-20T03:56:28Z,,,,,,,,,,,,,,,,,,,,,
20,1,3.573239436373115,72.710067629814148,6.866455078125,2013-10-20T03:56:58Z,,,,,,,,,,,,,,,,,,,,,
21,1,3.572311224415898,72.709930166602135,7.34716796875,2013-10-20T03:57:28Z,,,,,,,,,,,,,,,,,,,,,
22,1,3.571383263915777,72.709768731147051,6.866455078125,2013-10-20T03:57:58Z,,,,,,,,,,,,,,,,,,,,,
23,1,3.570434683933854,72.709647193551064,7.827880859375,2013-10-20T03:58:28Z,,,,,,,,,,,,,,,,,,,,,
24,1,3.569420054554939,72.709609307348728,7.827880859375,2013-10-20T03:58:58Z,,,,,,,,,,,,,,,,,,,,,
25,1,3.568436522036791,72.709581479430199,7.827880859375,2013-10-20T03:59:28Z,,,,,,,,,,,,,,,,,,,,,
26,1,3.567407643422484,72.709634620696306,8.30859375,2013-10-20T03:59:58Z,,,,,,,,,,,,,,,,,,,,,
27,1,3.566397875547409,72.709716008976102,9.7506103515625,2013-10-20T04:00:28Z,,,,,,,,,,,,,,,,,,,,,
28,1,3.565401853993535,72.709745010361075,8.30859375,2013-10-20T04:00:58Z,,,,,,,,,,,,,,,,,,,,,
29,1,3.564381022006273,72.709859507158399,7.827880859375,2013-10-20T04:01:28Z,,,,,,,,,,,,,,,,,,,,,
30,1,3.563400590792298,72.709935531020164,8.30859375,2013-10-20T04:01:58Z,,,,,,,,,,,,,,,,,,,,,
31,1,3.562477827072144,72.709839642047882,7.34716796875,2013-10-20T04:02:28Z,,,,,,,,,,,,,,,,,,,,,
32,1,3.56157467700541,72.709758086130023,5.9052734375,2013-10-20T04:02:58Z,,,,,,,,,,,,,,,,,,,,,
33,1,3.560663899406791,72.709731934592128,5.9052734375,2013-10-20T04:03:28Z,,,,,,,,,,,,,,,,,,,,,
34,1,3.559728814288974,72.709819190204144,5.9052734375,2013-10-20T04:03:58Z,,,,,,,,,,,,,,,,,,,,,
35,1,3.558844607323408,72.709806030616164,5.424560546875,2013-10-20T04:04:28Z,,,,,,,,,,,,,,,,,,,,,
36,1,3.558044722303748,72.709579886868596,6.3858642578125,2013-10-20T04:04:58Z,,,,,,,,,,,,,,,,,,,,,
37,1,3.55725715868175,72.709307726472616,5.424560546875,2013-10-20T04:05:28Z,,,,,,,,,,,,,,,,,,,,,
38,1,3.556435313075781,72.70914176478982,5.9052734375,2013-10-20T04:05:58Z,,,,,,,,,,,,,,,,,,,,,
39,1,3.555526714771986,72.709085522219539,5.9052734375,2013-10-20T04:06:28Z,,,,,,,,,,,,,,,,,,,,,
40,1,3.554595317691565,72.709157019853592,5.9052734375,2013-10-20T04:06:58Z,,,,,,,,,,,,,,,,,,,,,
41,1,3.55366132222116,72.709216699004173,3.501953125,2013-10-20T04:07:28Z,,,,,,,,,,,,,,,,,,,,,
42,1,3.552722800523043,72.709298338741064,5.424560546875,2013-10-20T04:07:58Z,,,,,,,,,,,,,,,,,,,,,
43,1,3.55181529186666,72.709364723414183,7.34716796875,2013-10-20T04:08:28Z,,,,,,,,,,,,,,,,,,,,,
44,1,3.55085757561028,72.709547281265259,6.866455078125,2013-10-20T04:08:58Z,,,,,,,,,,,,,,,,,,,,,
45,1,3.549921317026019,72.709779040887952,4.94384765625,2013-10-20T04:09:28Z,,,,,,,,,,,,,,,,,,,,,
46,1,3.548960499465466,72.709766635671258,4.94384765625,2013-10-20T04:09:58Z,,,,,,,,,,,,,,,,,,,,,
47,1,3.547999933362007,72.709832601249218,5.9052734375,2013-10-20T04:10:28Z,,,,,,,,,,,,,,,,,,,,,
48,1,3.547030901536345,72.710036281496286,4.4632568359375,2013-10-20T04:10:58Z,,,,,,,,,,,,,,,,,,,,,
49,1,3.546083746477962,72.710317578166723,3.501953125,2013-10-20T04:11:28Z,,,,,,,,,,,,,,,,,,,,,
50,1,3.545136423781514,72.710688058286905,2.5406494140625,2013-10-20T04:11:58Z,,,,,,,,,,,,,,,,,,,,,
51,1,3.544204439967871,72.71114319562912,3.501953125,2013-10-20T04:12:28Z,,,,,,,,,,,,,,,,,,,,,
52,1,3.543248064815998,72.711514178663492,4.94384765625,2013-10-20T04:12:58Z,,,,,,,,,,,,,,,,,,,,,
53,1,3.542295712977648,72.711904942989349,5.424560546875,2013-10-20T04:13:28Z,,,,,,,,,,,,,,,,,,,,,
54,1,3.541339840739965,72.712287912145257,5.424560546875,2013-10-20T04:13:58Z,,,,,,,,,,,,,,,,,,,,,
55,1,3.540385728701949,72.712691919878125,5.424560546875,2013-10-20T04:14:28Z,,,,,,,,,,,,,,,,,,,,,
56,1,3.539414433762431,72.713070781901479,5.9052734375,2013-10-20T04:14:58Z,,,,,,,,,,,,,,,,,,,,,
57,1,3.538456801325083,72.71346565335989,6.866455078125,2013-10-20T04:15:28Z,,,,,,,,,,,,,,,,,,,,,
58,1,3.537470586597919,72.713689114898443,4.4632568359375,2013-10-20T04:15:58Z,,,,,,,,,,,,,,,,,,,,,
59,1,3.536496860906482,72.713991785421968,6.866455078125,2013-10-20T04:16:28Z,,,,,,,,,,,,,,,,,,,,,
60,1,3.535524811595678,72.714324044063687,6.3858642578125,2013-10-20T04:16:58Z,,,,,,,,,,,,,,,,,,,,,
61,1,3.534546056762338,72.71461590193212,5.9052734375,2013-10-20T04:17:28Z,,,,,,,,,,,,,,,,,,,,,
62,1,3.533557076007128,72.714821007102728,6.3858642578125,2013-10-20T04:17:58Z,,,,,,,,,,,,,,,,,,,,,
63,1,3.532571699470282,72.715068524703383,7.827880859375,2013-10-20T04:18:28Z,,,,,,,,,,,,,,,,,,,,,
64,1,3.531601829454303,72.715284526348114,7.34716796875,2013-10-20T04:18:58Z,,,,,,,,,,,,,,,,,,,,,
65,1,3.530635898932815,72.715547131374478,6.866455078125,2013-10-20T04:19:28Z,,,,,,,,,,,,,,,,,,,,,
66,1,3.529636356979609,72.715822141617537,8.7891845703125,2013-10-20T04:19:58Z,,,,,,,,,,,,,,,,,,,,,
67,1,3.528643352910876,72.716126656159759,9.7506103515625,2013-10-20T04:20:28Z,,,,,,,,,,,,,,,,,,,,,
68,1,3.527644481509924,72.716238303110003,8.7891845703125,2013-10-20T04:20:58Z,,,,,,,,,,,,,,,,,,,,,
69,1,3.526667905971408,72.716287253424525,7.34716796875,2013-10-20T04:21:28Z,,,,,,,,,,,,,,,,,,,,,
70,1,3.525662580505013,72.716417089104652,5.9052734375,2013-10-20T04:21:58Z,,,,,,,,,,,,,,,,,,,,,
71,1,3.524671168997884,72.716572992503643,8.30859375,2013-10-20T04:22:28Z,,,,,,,,,,,,,,,,,,,,,
72,1,3.523645810782909,72.716713054105639,8.30859375,2013-10-20T04:22:58Z,,,,,,,,,,,,,,,,,,,,,
73,1,3.522643418982625,72.716942215338349,9.2698974609375,2013-10-20T04:23:28Z,,,,,,,,,,,,,,,,,,,,,
74,1,3.521651839837432,72.717255279421806,7.827880859375,2013-10-20T04:23:58Z,,,,,,,,,,,,,,,,,,,,,
75,1,3.520655650645494,72.717473795637488,7.827880859375,2013-10-20T04:24:28Z,,,,,,,,,,,,,,,,,,,,,
76,1,3.519679745659232,72.717719133943319,6.3858642578125,2013-10-20T04:24:58Z,,,,,,,,,,,,,,,,,,,,,
77,1,3.518747510388494,72.718072766438127,6.3858642578125,2013-10-20T04:25:28Z,,,,,,,,,,,,,,,,,,,,,
78,1,3.517739837989211,72.718313746154308,5.424560546875,2013-10-20T04:25:58Z,,,,,,,,,,,,,,,,,,,,,
79,1,3.516714060679078,72.718536118045449,7.827880859375,2013-10-20T04:26:28Z,,,,,,,,,,,,,,,,,,,,,
80,1,3.515716781839728,72.718768967315555,8.7891845703125,2013-10-20T04:26:58Z,,,,,,,,,,,,,,,,,,,,,
81,1,3.514733668416739,72.719016736373305,8.7891845703125,2013-10-20T04:27:28Z,,,,,,,,,,,,,,,,,,,,,
82,1,3.513750554993749,72.71933357231319,9.2698974609375,2013-10-20T04:27:58Z,,,,,,,,,,,,,,,,,,,,,
83,1,3.512762412428856,72.719596512615681,9.7506103515625,2013-10-20T04:28:28Z,,,,,,,,,,,,,,,,,,,,,
84,1,3.511754237115383,72.719800192862749,9.2698974609375,2013-10-20T04:28:58Z,,,,,,,,,,,,,,,,,,,,,
85,1,3.510751510038972,72.719997754320502,8.7891845703125,2013-10-20T04:29:28Z,,,,,,,,,,,,,,,,,,,,,
86,1,3.50975900888443,72.720263795927167,9.2698974609375,2013-10-20T04:29:58Z,,,,,,,,,,,,,,,,,,,,,
87,1,3.508803807199001,72.720669312402606,5.9052734375,2013-10-20T04:30:28Z,,,,,,,,,,,,,,,,,,,,,
88,1,3.50781574845314,72.721017831936479,8.7891845703125,2013-10-20T04:30:58Z,,,,,,,,,,,,,,,,,,,,,
89,1,3.506849315017462,72.721416307613254,6.866455078125,2013-10-20T04:31:28Z,,,,,,,,,,,,,,,,,,,,,
90,1,3.505835775285959,72.721682349219918,7.34716796875,2013-10-20T04:31:58Z,,,,,,,,,,,,,,,,,,,,,
91,1,3.504838328808546,72.722062300890684,6.866455078125,2013-10-20T04:32:28Z,,,,,,,,,,,,,,,,,,,,,
92,1,3.503921516239643,72.72259958088398,5.424560546875,2013-10-20T04:32:58Z,,,,,,,,,,,,,,,,,,,,,
93,1,3.502975786104798,72.723126048222184,5.9052734375,2013-10-20T04:33:28Z,,,,,,,,,,,,,,,,,,,,,
94,1,3.502070875838399,72.723716134205461,4.94384765625,2013-10-20T04:33:58Z,,,,,,,,,,,,,,,,,,,,,
95,1,3.501154482364655,72.72429121658206,4.4632568359375,2013-10-20T04:34:28Z,,,,,,,,,,,,,,,,,,,,,
96,1,3.500296175479889,72.72500853985548,4.4632568359375,2013-10-20T04:34:58Z,,,,,,,,,,,,,,,,,,,,,
97,1,3.499429821968079,72.725674482062459,4.94384765625,2013-10-20T04:35:28Z,,,,,,,,,,,,,,,,,,,,,
98,1,3.498528432101011,72.726288205012679,5.424560546875,2013-10-20T04:35:58Z,,,,,,,,,,,,,,,,,,,,,
99,1,3.497644644230604,72.726987171918154,4.94384765625,2013-10-20T04:36:28Z,,,,,,,,,,,,,,,,,,,,,
100,1,3.496796144172549,72.727720253169537,4.94384765625,2013-10-20T04:36:58Z,,,,,,,,,,,,,,,,,,,,,
101,1,3.495969185605645,72.728453250601888,3.501953125,2013-10-20T04:37:28Z,,,,,,,,,,,,,,,,,,,,,
102,1,3.495168713852763,72.729226732626557,3.501953125,2013-10-20T04:37:58Z,,,,,,,,,,,,,,,,,,,,,
103,1,3.494439907371998,72.730034831911325,3.982666015625,2013-10-20T04:38:28Z,,,,,,,,,,,,,,,,,,,,,
104,1,3.493768852204084,72.73094535805285,4.94384765625,2013-10-20T04:38:58Z,,,,,,,,,,,,,,,,,,,,,
105,1,3.493231069296598,72.731960993260145,3.982666015625,2013-10-20T04:39:28Z,,,,,,,,,,,,,,,,,,,,,
106,1,3.492784732952714,72.732992973178625,3.982666015625,2013-10-20T04:39:58Z,,,,,,,,,,,,,,,,,,,,,
107,1,3.492294643074274,72.734020426869392,3.021240234375,2013-10-20T04:40:28Z,,,,,,,,,,,,,,,,,,,,,
108,1,3.491739174351096,72.734981747344136,3.021240234375,2013-10-20T04:40:58Z,,,,,,,,,,,,,,,,,,,,,
109,1,3.491929192095995,72.735444344580173,4.4632568359375,2013-10-20T04:41:28Z,,,,,,,,,,,,,,,,,,,,,
110,1,3.492010161280632,72.735159443691373,5.424560546875,2013-10-20T04:41:58Z,,,,,,,,,,,,,,,,,,,,,
111,1,3.491894491016865,72.734759878367186,6.3858642578125,2013-10-20T04:42:28Z,,,,,,,,,,,,,,,,,,,,,
112,1,3.492080150172114,72.734320499002934,6.3858642578125,2013-10-20T04:42:58Z,,,,,,,,,,,,,,,,,,,,,
113,1,3.492188192903996,72.734204409644008,6.3858642578125,2013-10-20T04:43:28Z,,,,,,,,,,,,,,,,,,,,,
114,1,3.49223529919982,72.734261406585574,6.866455078125,2013-10-20T04:43:58Z,,,,,,,,,,,,,,,,,,,,,
115,1,3.492298163473606,72.734372969716787,8.30859375,2013-10-20T04:44:28Z,,,,,,,,,,,,,,,,,,,,,
116,1,3.492395309731364,72.734221173450351,7.34716796875,2013-10-20T04:44:58Z,,,,,,,,,,,,,,,,,,,,,
117,1,3.492220547050238,72.734077591449022,6.866455078125,2013-10-20T04:45:28Z,,,,,,,,,,,,,,,,,,,,,
118,1,3.492048718035221,72.733939625322819,8.7891845703125,2013-10-20T04:45:58Z,,,,,,,,,,,,,,,,,,,,,
119,1,3.491911003366113,72.733768047764897,10.7117919921875,2013-10-20T04:46:28Z,,,,,,,,,,,,,,,,,,,,,
120,1,3.491850905120373,72.733543496578932,7.827880859375,2013-10-20T04:46:58Z,,,,,,,,,,,,,,,,,,,,,
121,1,3.491693660616875,72.733343420550227,5.9052734375,2013-10-20T04:47:28Z,,,,,,,,,,,,,,,,,,,,,
122,1,3.491530297324061,72.733171256259084,6.3858642578125,2013-10-20T04:47:58Z,,,,,,,,,,,,,,,,,,,,,
123,1,3.491413034498692,72.732968330383301,4.94384765625,2013-10-20T04:48:28Z,,,,,,,,,,,,,,,,,,,,,
124,1,3.49126199260354,72.732794573530555,4.94384765625,2013-10-20T04:48:58Z,,,,,,,,,,,,,,,,,,,,,
125,1,3.491111788898706,72.73263799957931,4.4632568359375,2013-10-20T04:49:28Z,,,,,,,,,,,,,,,,,,,,,
126,1,3.491147244349122,72.732446556910872,5.424560546875,2013-10-20T04:49:58Z,,,,,,,,,,,,,,,,,,,,,
127,1,3.491454944014549,72.732599610462785,8.30859375,2013-10-20T04:50:28Z,,,,,,,,,,,,,,,,,,,,,
128,1,3.49157958291471,72.733120210468769,6.3858642578125,2013-10-20T04:50:58Z,,,,,,,,,,,,,,,,,,,,,
129,1,3.491594670340419,72.733222972601652,5.424560546875,2013-10-20T04:51:28Z,,,,,,,,,,,,,,,,,,,,,
130,1,3.491610763594508,72.733281143009663,5.9052734375,2013-10-20T04:51:58Z,,,,,,,,,,,,,,,,,,,,,
131,1,3.491621827706695,72.73342271335423,4.94384765625,2013-10-20T04:52:28Z,,,,,,,,,,,,,,,,,,,,,
132,1,3.492019716650248,72.733702249825001,7.827880859375,2013-10-20T04:52:58Z,,,,,,,,,,,,,,,,,,,,,
133,1,3.492495054379106,72.73360937833786,8.30859375,2013-10-20T04:53:28Z,,,,,,,,,,,,,,,,,,,,,
134,1,3.492426658049226,72.733420450240374,5.9052734375,2013-10-20T04:53:58Z,,,,,,,,,,,,,,,,,,,,,
135,1,3.49229883402586,72.733357418328524,4.94384765625,2013-10-20T04:54:28Z,,,,,,,,,,,,,,,,,,,,,
136,1,3.492162628099322,72.733379295095801,4.94384765625,2013-10-20T04:54:58Z,,,,,,,,,,,,,,,,,,,,,
137,1,3.491799272596836,72.733410475775599,3.501953125,2013-10-20T04:55:28Z,,,,,,,,,,,,,,,,,,,,,
138,1,3.491778736934066,72.733952701091766,3.982666015625,2013-10-20T04:55:58Z,,,,,,,,,,,,,,,,,,,,,
139,1,3.492175284773111,72.734125535935163,6.3858642578125,2013-10-20T04:56:28Z,,,,,,,,,,,,,,,,,,,,,
140,1,3.492309311404824,72.734022438526154,6.3858642578125,2013-10-20T04:56:58Z,,,,,,,,,,,,,,,,,,,,,
141,1,3.492357255890965,72.734035598114133,6.3858642578125,2013-10-20T04:57:28Z,,,,,,,,,,,,,,,,,,,,,
142,1,3.492411067709327,72.734154369682074,7.34716796875,2013-10-20T04:57:58Z,,,,,,,,,,,,,,,,,,,,,
143,1,3.492741817608476,72.733856393024325,7.34716796875,2013-10-20T04:58:28Z,,,,,,,,,,,,,,,,,,,,,
144,1,3.493027808144689,72.733435789123178,7.34716796875,2013-10-20T04:58:58Z,,,,,,,,,,,,,,,,,,,,,
145,1,3.493182118982077,72.733205957338214,7.827880859375,2013-10-20T04:59:28Z,,,,,,,,,,,,,,,,,,,,,
146,1,3.493334418162704,72.733089616522193,6.866455078125,2013-10-20T04:59:58Z,,,,,,,,,,,,,,,,,,,,,
147,1,3.493470204994082,72.732955422252417,6.866455078125,2013-10-20T05:00:28Z,,,,,,,,,,,,,,,,,,,,,
148,1,3.493591072037816,72.732810163870454,6.866455078125,2013-10-20T05:00:58Z,,,,,,,,,,,,,,,,,,,,,
149,1,3.493705485016108,72.732716370373964,5.9052734375,2013-10-20T05:01:28Z,,,,,,,,,,,,,,,,,,,,,
150,1,3.493842445313931,72.732598856091499,4.94384765625,2013-10-20T05:01:58Z,,,,,,,,,,,,,,,,,,,,,
151,1,3.493857784196734,72.732451502233744,5.424560546875,2013-10-20T05:02:28Z,,,,,,,,,,,,,,,,,,,,,
152,1,3.493774719536304,72.732442198321223,7.34716796875,2013-10-20T05:02:58Z,,,,,,,,,,,,,,,,,,,,,
153,1,3.493778994306922,72.732560550794005,6.3858642578125,2013-10-20T05:03:28Z,,,,,,,,,,,,,,,,,,,,,
154,1,3.493808414787054,72.732679154723883,4.4632568359375,2013-10-20T05:03:58Z,,,,,,,,,,,,,,,,,,,,,
155,1,3.493371549993753,72.732897000387311,5.424560546875,2013-10-20T05:04:28Z,,,,,,,,,,,,,,,,,,,,,
156,1,3.492895541712642,72.733075032010674,3.021240234375,2013-10-20T05:04:58Z,,,,,,,,,,,,,,,,,,,,,
157,1,3.4925885964185,72.733417516574264,3.021240234375,2013-10-20T05:05:28Z,,,,,,,,,,,,,,,,,,,,,
158,1,3.492717845365405,72.733851950615644,5.424560546875,2013-10-20T05:05:58Z,,,,,,,,,,,,,,,,,,,,,
159,1,3.493233248591423,72.733653467148542,8.7891845703125,2013-10-20T05:06:28Z,,,,,,,,,,,,,,,,,,,,,
160,1,3.493602387607098,72.733110738918185,10.7117919921875,2013-10-20T05:06:58Z,,,,,,,,,,,,,,,,,,,,,
161,1,3.493659049272537,72.732864394783974,9.7506103515625,2013-10-20T05:07:28Z,,,,,,,,,,,,,,,,,,,,,
162,1,3.493571206927299,72.73274059407413,7.827880859375,2013-10-20T05:07:58Z,,,,,,,,,,,,,,,,,,,,,
163,1,3.493426032364368,72.732622493058443,7.34716796875,2013-10-20T05:08:28Z,,,,,,,,,,,,,,,,,,,,,
164,1,3.493229979649186,72.732496848329902,5.9052734375,2013-10-20T05:08:58Z,,,,,,,,,,,,,,,,,,,,,
165,1,3.493069801479578,72.732412861660123,4.94384765625,2013-10-20T05:09:28Z,,,,,,,,,,,,,,,,,,,,,
166,1,3.492899565026164,72.732327282428741,5.424560546875,2013-10-20T05:09:58Z,,,,,,,,,,,,,,,,,,,,,
167,1,3.492725137621164,72.732208846136928,4.4632568359375,2013-10-20T05:10:28Z,,,,,,,,,,,,,,,,,,,,,
168,1,3.492534700781107,72.732078088447452,3.501953125,2013-10-20T05:10:58Z,,,,,,,,,,,,,,,,,,,,,
169,1,3.492349293082952,72.731946324929595,4.4632568359375,2013-10-20T05:11:28Z,,,,,,,,,,,,,,,,,,,,,
170,1,3.492166316136718,72.731766197830439,4.94384765625,2013-10-20T05:11:58Z,,,,,,,,,,,,,,,,,,,,,
171,1,3.491979315876961,72.731591686606407,4.4632568359375,2013-10-20T05:12:28Z,,,,,,,,,,,,,,,,,,,,,
172,1,3.491742359474301,72.731496216729283,3.021240234375,2013-10-20T05:12:58Z,,,,,,,,,,,,,,,,,,,,,
173,1,3.491627778857946,72.732001645490527,5.424560546875,2013-10-20T05:13:28Z,,,,,,,,,,,,,,,,,,,,,
174,1,3.492228342220187,72.73242736235261,5.9052734375,2013-10-20T05:13:58Z,,,,,,,,,,,,,,,,,,,,,
175,1,3.49274106323719,72.73240489885211,7.827880859375,2013-10-20T05:14:28Z,,,,,,,,,,,,,,,,,,,,,
176,1,3.492787247523665,72.73214447312057,7.827880859375,2013-10-20T05:14:58Z,,,,,,,,,,,,,,,,,,,,,
177,1,3.492787163704634,72.732186634093523,7.34716796875,2013-10-20T05:15:28Z,,,,,,,,,,,,,,,,,,,,,
178,1,3.492779452353716,72.732302388176322,5.9052734375,2013-10-20T05:15:58Z,,,,,,,,,,,,,,,,,,,,,
